x_m,y_m,s_m,track_width_m
9.92159,1.62768,41.79341,0.4500
9.92386,1.64754,41.81341,0.4500
9.92610,1.66742,41.83341,0.4500
9.92802,1.68732,41.85340,0.4500
9.92958,1.70725,41.87340,0.4500
9.93114,1.72719,41.89340,0.4500
9.93209,1.74717,41.91340,0.4500
9.93301,1.76714,41.93339,0.4500
9.93367,1.78713,41.95339,0.4500
9.93403,1.80712,41.97339,0.4500
9.93439,1.82712,41.99339,0.4500
9.93455,1.84711,42.01338,0.4500
9.93471,1.86711,42.03338,0.4500
9.93486,1.88711,42.05338,0.4500
9.93498,1.90711,42.07338,0.4500
9.93510,1.92710,42.09338,0.4500
9.93522,1.94710,42.11337,0.4500
9.93534,1.96710,42.13337,0.4500
9.93547,1.98710,42.15337,0.4500
9.93563,2.00709,42.17337,0.4500
9.93579,2.02709,42.19336,0.4500
9.93592,2.04709,42.21336,0.4500
9.93604,2.06709,42.23336,0.4500
9.93617,2.08708,42.25336,0.4500
9.93633,2.10708,42.27336,0.4500
9.93649,2.12708,42.29335,0.4500
9.93662,2.14707,42.31335,0.4500
9.93674,2.16707,42.33335,0.4500
9.93687,2.18707,42.35335,0.4500
9.93703,2.20707,42.37334,0.4500
9.93719,2.22706,42.39334,0.4500
9.93731,2.24706,42.41334,0.4500
9.93743,2.26706,42.43334,0.4500
9.93755,2.28706,42.45334,0.4500
9.93767,2.30705,42.47333,0.4500
9.93779,2.32705,42.49333,0.4500
9.93795,2.34705,42.51333,0.4500
9.93811,2.36705,42.53333,0.4500
9.93825,2.38704,42.55332,0.4500
9.93837,2.40704,42.57332,0.4500
9.93849,2.42704,42.59332,0.4500
9.93865,2.44703,42.61332,0.4500
9.93881,2.46703,42.63332,0.4500
9.93895,2.48703,42.65331,0.4500
9.93907,2.50703,42.67331,0.4500
9.93919,2.52702,42.69331,0.4500
9.93931,2.54702,42.71331,0.4500
9.93943,2.56702,42.73331,0.4500
9.93957,2.58702,42.75330,0.4500
9.93973,2.60701,42.77330,0.4500
9.93989,2.62701,42.79330,0.4500
9.94001,2.64701,42.81330,0.4500
9.94014,2.66701,42.83329,0.4500
9.94027,2.68700,42.85329,0.4500
9.94043,2.70700,42.87329,0.4500
9.94059,2.72700,42.89329,0.4500
9.94072,2.74699,42.91329,0.4500
9.94084,2.76699,42.93328,0.4500
9.94096,2.78699,42.95328,0.4500
9.94108,2.80699,42.97328,0.4500
9.94120,2.82698,42.99328,0.4500
9.94135,2.84698,43.01327,0.4500
9.94151,2.86698,43.03327,0.4500
9.94166,2.88698,43.05327,0.4500
9.94178,2.90697,43.07327,0.4500
9.94190,2.92697,43.09327,0.4500
9.94205,2.94697,43.11326,0.4500
9.94221,2.96697,43.13326,0.4500
9.94235,2.98696,43.15326,0.4500
9.94247,3.00696,43.17326,0.4500
9.94259,3.02696,43.19325,0.4500
9.94271,3.04696,43.21325,0.4500
9.94283,3.06695,43.23325,0.4500
9.94297,3.08695,43.25325,0.4500
9.94313,3.10695,43.27325,0.4500
9.94329,3.12694,43.29324,0.4500
9.94341,3.14694,43.31324,0.4500
9.94353,3.16694,43.33324,0.4500
9.94367,3.18694,43.35324,0.4500
9.94383,3.20693,43.37324,0.4500
9.94399,3.22693,43.39323,0.4500
9.94411,3.24693,43.41323,0.4500
9.94423,3.26693,43.43323,0.4500
9.94435,3.28692,43.45323,0.4500
9.94447,3.30692,43.47322,0.4500
9.94459,3.32692,43.49322,0.4500
9.94475,3.34692,43.51322,0.4500
9.94491,3.36691,43.53322,0.4500
9.94505,3.38691,43.55322,0.4500
9.94517,3.40691,43.57321,0.4500
9.94529,3.42690,43.59321,0.4500
9.94545,3.44690,43.61321,0.4500
9.94561,3.46690,43.63321,0.4500
9.94575,3.48690,43.65320,0.4500
9.94587,3.50689,43.67320,0.4500
9.94599,3.52689,43.69320,0.4500
9.94611,3.54689,43.71320,0.4500
9.94623,3.56689,43.73320,0.4500
9.94637,3.58688,43.75319,0.4500
9.94653,3.60688,43.77319,0.4500
9.94669,3.62688,43.79319,0.4500
9.94681,3.64688,43.81319,0.4500
9.94693,3.66687,43.83318,0.4500
9.94707,3.68687,43.85318,0.4500
9.94723,3.70687,43.87318,0.4500
9.94739,3.72686,43.89318,0.4500
9.94751,3.74686,43.91318,0.4500
9.94763,3.76686,43.93317,0.4500
9.94775,3.78686,43.95317,0.4500
9.94787,3.80685,43.97317,0.4500
9.94799,3.82685,43.99317,0.4500
9.94815,3.84685,44.01316,0.4500
9.94831,3.86685,44.03316,0.4500
9.94845,3.88684,44.05316,0.4500
9.94857,3.90684,44.07316,0.4500
9.94869,3.92684,44.09316,0.4500
9.94885,3.94684,44.11315,0.4500
9.94901,3.96683,44.13315,0.4500
9.94915,3.98683,44.15315,0.4500
9.94927,4.00683,44.17315,0.4500
9.94939,4.02682,44.19315,0.4500
9.94955,4.04682,44.21314,0.4500
9.94971,4.06682,44.23314,0.4500
9.94985,4.08682,44.25314,0.4500
9.94997,4.10681,44.27314,0.4500
9.95009,4.12681,44.29313,0.4500
9.95021,4.14681,44.31313,0.4500
9.95033,4.16681,44.33313,0.4500
9.95047,4.18680,44.35313,0.4500
9.95063,4.20680,44.37313,0.4500
9.95079,4.22680,44.39312,0.4500
9.95091,4.24680,44.41312,0.4500
9.95103,4.26679,44.43312,0.4500
9.95117,4.28679,44.45312,0.4500
9.95133,4.30679,44.47311,0.4500
9.95149,4.32678,44.49311,0.4500
9.95161,4.34678,44.51311,0.4500
9.95173,4.36678,44.53311,0.4500
9.95185,4.38678,44.55311,0.4500
9.95197,4.40677,44.57310,0.4500
9.95209,4.42677,44.59310,0.4500
9.95225,4.44677,44.61310,0.4500
9.95241,4.46677,44.63310,0.4500
9.95255,4.48676,44.65309,0.4500
9.95267,4.50676,44.67309,0.4500
9.95279,4.52676,44.69309,0.4500
9.95295,4.54676,44.71309,0.4500
9.95311,4.56675,44.73309,0.4500
9.95325,4.58675,44.75308,0.4500
9.95337,4.60675,44.77308,0.4500
9.95349,4.62674,44.79308,0.4500
9.95361,4.64674,44.81308,0.4500
9.95373,4.66674,44.83308,0.4500
9.95387,4.68674,44.85307,0.4500
9.95403,4.70673,44.87307,0.4500
9.95419,4.72673,44.89307,0.4500
9.95431,4.74673,44.91307,0.4500
9.95443,4.76673,44.93306,0.4500
9.95457,4.78672,44.95306,0.4500
9.95473,4.80672,44.97306,0.4500
9.95489,4.82672,44.99306,0.4500
9.95501,4.84672,45.01306,0.4500
9.95513,4.86671,45.03305,0.4500
9.95525,4.88671,45.05305,0.4500
9.95537,4.90671,45.07305,0.4500
9.95549,4.92671,45.09305,0.4500
9.95565,4.94670,45.11304,0.4500
9.95581,4.96670,45.13304,0.4500
9.95595,4.98670,45.15304,0.4500
9.95607,5.00669,45.17304,0.4500
9.95619,5.02669,45.19304,0.4500
9.95635,5.04669,45.21303,0.4500
9.95651,5.06669,45.23303,0.4500
9.95665,5.08668,45.25303,0.4500
9.95677,5.10668,45.27303,0.4500
9.95689,5.12668,45.29302,0.4500
9.95701,5.14668,45.31302,0.4500
9.95713,5.16667,45.33302,0.4500
9.95727,5.18667,45.35302,0.4500
9.95743,5.20667,45.37302,0.4500
9.95759,5.22666,45.39301,0.4500
9.95771,5.24666,45.41301,0.4500
9.95783,5.26666,45.43301,0.4500
9.95797,5.28666,45.45301,0.4500
9.95813,5.30665,45.47301,0.4500
9.95829,5.32665,45.49300,0.4500
9.95841,5.34665,45.51300,0.4500
9.95853,5.36665,45.53300,0.4500
9.95865,5.38664,45.55300,0.4500
9.95877,5.40664,45.57299,0.4500
9.95889,5.42664,45.59299,0.4500
9.95905,5.44664,45.61299,0.4500
9.95921,5.46663,45.63299,0.4500
9.95935,5.48663,45.65299,0.4500
9.95947,5.50663,45.67298,0.4500
9.95959,5.52663,45.69298,0.4500
9.95975,5.54662,45.71298,0.4500
9.95991,5.56662,45.73298,0.4500
9.96005,5.58662,45.75297,0.4500
9.96017,5.60661,45.77297,0.4500
9.96029,5.62661,45.79297,0.4500
9.96045,5.64661,45.81297,0.4500
9.96061,5.66661,45.83297,0.4500
9.96075,5.68660,45.85296,0.4500
9.96087,5.70660,45.87296,0.4500
9.96099,5.72660,45.89296,0.4500
9.96111,5.74660,45.91296,0.4500
9.96123,5.76659,45.93295,0.4500
9.96137,5.78659,45.95295,0.4500
9.96153,5.80659,45.97295,0.4500
9.96169,5.82658,45.99295,0.4500
9.96181,5.84658,46.01295,0.4500
9.96193,5.86658,46.03294,0.4500
9.96207,5.88658,46.05294,0.4500
9.96223,5.90657,46.07294,0.4500
9.96239,5.92657,46.09294,0.4500
9.96251,5.94657,46.11294,0.4500
9.96263,5.96657,46.13293,0.4500
9.96275,5.98656,46.15293,0.4500
9.96287,6.00656,46.17293,0.4500
9.96299,6.02656,46.19293,0.4500
9.96315,6.04656,46.21292,0.4500
9.96331,6.06655,46.23292,0.4500
9.96345,6.08655,46.25292,0.4500
9.96357,6.10655,46.27292,0.4500
9.96369,6.12655,46.29292,0.4500
9.96385,6.14654,46.31291,0.4500
9.96401,6.16654,46.33291,0.4500
9.96415,6.18654,46.35291,0.4500
9.96427,6.20653,46.37291,0.4500
9.96439,6.22653,46.39290,0.4500
9.96451,6.24653,46.41290,0.4500
9.96463,6.26653,46.43290,0.4500
9.96477,6.28652,46.45290,0.4500
9.96493,6.30652,46.47290,0.4500
9.96509,6.32652,46.49289,0.4500
9.96521,6.34652,46.51289,0.4500
9.96533,6.36651,46.53289,0.4500
9.96546,6.38651,46.55289,0.4500
9.96559,6.40651,46.57288,0.4500
9.96573,6.42651,46.59288,0.4500
9.96586,6.44650,46.61288,0.4500
